19.38,1,0.836,0.08
14.844,0.998,0.886,0.076
21.146,0.998,0.822,0.1
18.604,1,0.844,0.076
17.976,1,0.852,0.092
20.752,1,0.82,0.098
18.956,1,0.842,0.064
19.666,1,0.834,0.088
18.948,0.99,0.848,0.088
20.59,1,0.822,0.1
