27.652,0.976,0.776,0.156
19.612,0.992,0.864,0.098
34.516,1,0.702,0.134
28.078,0.812,0.82,0.28
28.882,1,0.806,0.004
21.848,0.942,0.83,0.14
26.58,1,0.784,0.13
38.218,0.988,0.728,0.118
47.42,0.822,0.634,0.306
7.808,1,0.978,0.008
