0,31.644,0.74286,0.1,0.052857,0.47,0.72571,1.7386,22.68,20.14,38.02,41.7,39.62,28.27,31.08,0.3,0.13,0.13,0.08,0.05,0,0.01,0.3,0.06,0.01,0,0,0,0,0,0.08,0.53,0.6,0.79,0.63,0.66,0.55,0.79,0.64,0.65,0.73,0.87,0.85,0,0.33,2.25,3.35,4.07,3.48,5.38,0,0.25,1.55,2.46,2.49,2.04,3.38
0,32.333,0.74571,0.06,0.027143,0.50857,0.79,2.7486,18.65,25.87,27.61,26.6,36.36,45.88,45.36,0.12,0.08,0.08,0.06,0.03,0.05,0,0.12,0.05,0.02,0,0,0,0,0,0.25,0.39,0.57,0.76,0.78,0.81,0.77,0.79,0.81,0.85,0.82,0.73,0.76,0,1.09,1.59,2.32,5.02,8.74,7.92,0,0.84,1.16,1.56,3.58,6.66,5.44
0,15.009,0.77143,0.087143,0.07,0.50714,0.90714,0.96571,5.46,7.43,8.87,12.67,19.81,23.04,27.78,0.28,0.22,0.06,0.01,0.01,0.03,0,0.28,0.19,0.02,0,0,0,0,0,0.27,0.34,0.59,0.72,0.81,0.82,0.72,0.78,0.94,0.99,0.99,0.96,0.97,0,0.34,0.57,1.47,2.69,3.96,4.55,0,0.07,0.19,0.66,1.28,2.11,2.45
0,15.024,0.81,0.081429,0.051429,0.43571,0.89857,1.1771,13.81,12.17,14.49,12.67,14.34,19.31,18.38,0.31,0.11,0.02,0.04,0.04,0.03,0.02,0.31,0.05,0,0,0,0,0,0,0.15,0.49,0.5,0.55,0.69,0.67,0.66,0.88,0.92,0.95,0.96,0.96,0.96,0,0.45,1.01,1.92,2.76,4.24,3.68,0,0.3,0.42,1.05,1.7,2.64,2.13
0,5.3086,0.98143,0.11286,0.11143,0.31143,0.87714,0.04,7.49,6.88,4.18,4.24,4.73,4.71,4.93,0.76,0.03,0,0,0,0,0,0.76,0.02,0,0,0,0,0,0,0.43,0.23,0.29,0.38,0.46,0.39,0.21,0.94,0.99,1,1,1,1,0,0.43,0.26,0.38,0.52,0.63,0.68,0,0,0.03,0.03,0.05,0.05,0.12
0,4.53,0.97571,0.085714,0.085714,0.27714,0.91429,0.042857,6.18,2.36,3.62,4.08,4.29,5.65,5.53,0.6,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.09,0.24,0.31,0.39,0.47,0.44,0.4,1,1,1,1,1,1,0,0.09,0.24,0.35,0.6,0.67,0.92,0,0,0,0.01,0.06,0.08,0.15
0,40.841,0.68143,0.092857,0.03,0.56714,0.76286,2.5829,48.7,24.08,35.84,37.69,51.63,44.53,43.42,0.17,0.07,0.17,0.09,0.08,0.05,0.02,0.17,0.02,0.02,0,0,0,0,0,0.22,0.54,0.7,0.81,0.85,0.85,0.57,0.91,0.71,0.81,0.7,0.83,0.81,0,0.33,2.37,4.27,6.11,6.72,6.61,0,0.11,1.72,3.22,4.36,4.44,4.23
0,3.06,0.99429,0.10143,0.10143,0.11429,0.89571,0.018571,3.09,3.03,2.61,3.51,3.69,3.01,2.48,0.71,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0.17,0.08,0.22,0.12,0.14,0.07,0.29,1,1,0.99,0.99,1,1,0,0.17,0.08,0.24,0.26,0.2,0.09,0,0,0,0,0.07,0.05,0.01
0,20.246,0.68571,0.19571,0.11286,0.51571,0.78143,1.9,7.65,18.18,23.57,26.51,22.94,18.74,24.13,0.57,0.36,0.27,0.1,0.03,0,0.04,0.57,0.2,0.02,0,0,0,0,0,0.12,0.59,0.66,0.67,0.74,0.83,0.43,0.63,0.7,0.82,0.94,1,0.95,0,0.46,2.66,3.61,4.36,3.53,5.41,0,0.34,1.92,2.6,3.11,2.05,3.28
0,14.18,0.88,0.082857,0.068571,0.43714,0.88857,0.40429,8.85,11.49,10.93,13.2,18.26,17.36,19.17,0.25,0.2,0.08,0,0.03,0.02,0,0.25,0.17,0.06,0,0,0,0,0,0.23,0.42,0.48,0.64,0.66,0.63,0.73,0.78,0.91,0.97,0.93,0.95,0.95,0,0.3,0.83,1.02,1.76,1.9,1.81,0,0.07,0.31,0.32,0.76,0.74,0.63
0,3.1943,0.99571,0.09,0.09,0.16714,0.91,0.018571,3.15,3.2,2.43,3.13,3.3,3.25,3.9,0.63,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0.12,0.17,0.21,0.21,0.17,0.29,0.37,1,1,1,1,1,1,0,0.12,0.17,0.22,0.31,0.26,0.44,0,0,0,0,0.02,0.03,0.08
0,29.576,0.75714,0.08,0.03,0.47143,0.83714,2.4886,12.97,21.77,30.42,32.93,29.01,34.97,44.96,0.09,0.08,0.12,0.19,0.04,0.01,0.03,0.09,0.05,0.05,0.02,0,0,0,0,0.22,0.46,0.65,0.59,0.65,0.73,0.91,0.91,0.8,0.77,0.87,0.82,0.78,0,0.25,1.87,3.82,4.19,6.06,9.03,0,0.03,1.28,2.65,2.75,4.3,6.41
0,25.877,0.63286,0.16857,0.074286,0.57571,0.76571,3.0586,8.64,6.32,13.78,30.49,39.56,44.76,37.59,0.44,0.08,0.2,0.22,0.15,0.05,0.04,0.44,0.04,0.01,0.03,0,0,0,0,0.16,0.58,0.78,0.8,0.84,0.87,0.54,0.91,0.79,0.73,0.72,0.81,0.86,0,0.28,1.74,4.85,7.15,9.13,8.15,0,0.12,0.97,3.32,5.16,6.57,5.27
0,2.8371,0.99286,0.13571,0.13571,0.37429,0.86429,0.0028571,3.74,2.37,2.64,2.75,2.67,2.67,3.02,0.95,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0.31,0.37,0.51,0.46,0.44,0.53,0.05,1,1,1,1,1,1,0,0.31,0.37,0.51,0.46,0.51,0.63,0,0,0,0,0,0.01,0.01
0,41.979,0.59143,0.11143,0.012857,0.62286,0.63429,3.6557,13.14,20.45,27.41,49.8,60.19,60.88,61.98,0.05,0.21,0.13,0.17,0.09,0.07,0.06,0.05,0.04,0,0,0,0,0,0,0.38,0.51,0.8,0.89,0.9,0.88,0.89,0.73,0.75,0.53,0.51,0.52,0.51,0,0.62,1.63,4.33,7.76,9.55,12.5,0,0.24,0.91,2.77,5.5,6.9,9.27
0,4.8543,0.97714,0.13,0.13,0.37857,0.86286,0.022857,6.74,3.1,5.41,3.86,6.34,4.31,4.22,0.91,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0.28,0.4,0.45,0.45,0.49,0.58,0.09,1,0.98,1,0.97,1,1,0,0.28,0.4,0.45,0.48,0.63,0.77,0,0,0,0,0,0.06,0.1
