0,16.366,0.92429,0.027143,0.022857,0.34571,0.88143,6.76,10.65,24.21,17.01,18.3,19.69,17.94,0.12,0.04,0.03,0,0,0,0,0.12,0.04,0,0,0,0,0,0,0.03,0.32,0.46,0.48,0.55,0.58,0.85,0.9,0.82,0.9,0.89,0.89,0.92,0,0.04,0.85,0.88,1.09,1.58,2.07
0,31.593,0.74143,0.064286,0.03,0.52286,0.77,5.55,11.43,37.02,30.07,46.87,38.49,51.72,0.13,0.19,0.07,0.03,0.01,0.01,0.01,0.13,0.08,0,0,0,0,0,0,0.17,0.51,0.63,0.75,0.8,0.8,0.87,0.8,0.7,0.83,0.71,0.79,0.69,0,0.48,3.51,3.78,8.26,7.02,11
0,3.1214,0.99857,0.12714,0.12714,0.021429,0.87143,3.16,2.35,2.26,3.83,3.28,2.82,4.15,0.88,0,0.01,0,0,0,0,0.88,0,0.01,0,0,0,0,0,0,0.02,0.03,0.04,0.03,0.03,0.12,1,0.99,0.99,1,1,1,0,0,0.02,0.03,0.04,0.03,0.04
0,33.46,0.90571,0.085714,0.08,0.42857,0.68143,35.68,55.22,40.04,30.7,26.65,22.83,23.1,0.38,0.16,0.04,0.01,0.01,0,0,0.38,0.16,0.02,0,0,0,0,0,0.13,0.42,0.56,0.6,0.62,0.67,0.35,0.33,0.65,0.77,0.85,0.91,0.91,0,0.17,0.88,1.23,1.75,2.44,2.71
0,8.21,0.89857,0.045714,0.04,0.35571,0.94571,2.61,5.3,6.55,6.09,13.99,10.06,12.87,0.25,0.03,0.01,0.01,0.02,0,0,0.25,0.03,0,0,0,0,0,0,0.02,0.32,0.44,0.59,0.5,0.62,0.75,0.97,0.99,0.99,0.94,1,0.98,0,0.03,0.44,0.94,3.44,1.89,3.22
0,34.749,0.77714,0.08,0.035714,0.43571,0.76571,12.6,18.66,37.33,45.74,47.33,42.27,39.31,0.12,0.18,0.12,0.1,0.03,0.01,0,0.12,0.1,0,0.03,0,0,0,0,0.11,0.16,0.53,0.69,0.79,0.77,0.83,0.81,0.64,0.71,0.77,0.79,0.81,0,0.21,5.82,9.39,11.32,11.63,9.37
0,3.9929,0.98286,0.10714,0.10714,0.28143,0.89286,4.7,3.32,2.7,3.72,3.98,4.62,4.91,0.75,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0.15,0.13,0.36,0.34,0.54,0.45,0.25,1,1,1,1,1,1,0,0.15,0.13,0.36,0.34,0.67,0.6
0,6.7743,0.92429,0.082857,0.08,0.44714,0.91286,6.6,2.98,4.16,4.59,5.64,10.15,13.3,0.56,0.01,0,0,0,0,0.01,0.56,0,0,0,0,0,0,0,0.45,0.36,0.52,0.58,0.64,0.58,0.42,0.99,1,1,1,1,0.98,0,0.45,0.38,0.72,1.04,2.58,3.55
0,13.787,0.80429,0.088571,0.051429,0.37,0.88857,8.53,6.54,8.67,14.98,13.75,24.01,20.03,0.31,0.05,0.09,0.13,0.01,0.01,0.02,0.31,0.01,0.04,0,0,0,0,0,0.21,0.23,0.56,0.5,0.55,0.54,0.69,0.94,0.91,0.87,0.98,0.89,0.94,0,0.46,0.83,2.93,2.65,7.76,5.54
0,6.4586,0.99714,0.12,0.12,0.35,0.85857,5.1,15.46,3.88,3.62,4.94,4.17,8.04,0.78,0,0.02,0.01,0.01,0.02,0,0.78,0,0.02,0.01,0.01,0.02,0,0,0.29,0.49,0.37,0.41,0.4,0.49,0.22,0.88,0.98,0.99,0.98,0.98,0.98,0,0.29,0.55,0.47,0.64,0.78,1.22
0,22.524,0.71143,0.082857,0.04,0.56,0.84143,7.23,20.51,30.71,15.87,16.94,25.31,41.1,0.17,0.27,0.07,0.03,0.02,0.02,0,0.17,0.11,0,0,0,0,0,0,0.31,0.53,0.66,0.78,0.74,0.9,0.8,0.67,0.82,0.93,0.96,0.91,0.8,0,0.96,4.41,3.34,4.24,6.59,12.01
0,52.679,0.74143,0.081429,0.012857,0.60714,0.52143,47.56,72.64,38.21,55.62,51.45,57.71,45.56,0.03,0.23,0.17,0.1,0.04,0,0,0.03,0.06,0,0,0,0,0,0,0.69,0.6,0.77,0.75,0.68,0.76,0.55,0.19,0.62,0.5,0.56,0.52,0.71,0,2.51,2.56,4.05,4.37,3.64,3.8
0,3.4486,0.97857,0.11429,0.11429,0.21,0.88143,3.49,5.84,2.68,2.43,2.8,3.25,3.65,0.8,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0.2,0.4,0.31,0.29,0.27,0.19,0.98,1,1,1,1,1,0,0,0.2,0.42,0.59,0.85,0.99
0,18.049,0.78714,0.092857,0.075714,0.48857,0.85,15.49,4.3,9.05,19.69,29.46,26.62,21.73,0.52,0,0.04,0.06,0.03,0,0,0.52,0,0.01,0,0,0,0,0,0.02,0.47,0.6,0.76,0.82,0.75,0.41,1,0.93,0.89,0.88,0.9,0.94,0,0.02,1.07,3.07,5.1,6.3,4.65
0,41.249,0.68143,0.05,0.021429,0.53429,0.72,6.93,22.33,37.84,50.47,54.55,58.19,58.43,0.12,0.06,0.07,0.09,0,0.01,0,0.12,0.03,0,0,0,0,0,0,0.02,0.51,0.73,0.81,0.81,0.86,0.88,0.92,0.79,0.64,0.66,0.56,0.59,0,0.35,2.24,6.86,9.66,11.7,11.72
0,32.916,0.71143,0.092857,0.035714,0.48857,0.75,9.89,43.12,20.29,39.14,37.81,41.92,38.24,0.11,0.26,0.1,0.11,0.05,0,0.02,0.11,0.1,0.04,0,0,0,0,0,0.26,0.37,0.57,0.65,0.74,0.83,0.89,0.53,0.86,0.7,0.74,0.77,0.76,0,0.56,1.49,3.5,5.26,7.56,8.03
0,23.591,0.82429,0.11429,0.061429,0.39857,0.80429,13.72,9,20.64,32.31,25.14,35.02,29.31,0.37,0.12,0.12,0.09,0.05,0.03,0.02,0.37,0.06,0,0,0,0,0,0,0.08,0.35,0.47,0.52,0.63,0.74,0.6,0.87,0.84,0.77,0.86,0.79,0.9,0,0.4,1.72,3.68,4.26,8.94,6.99
0,32.496,0.79286,0.08,0.061429,0.56429,0.76857,22.01,15.15,24.76,24.23,43.46,47.39,50.47,0.38,0.06,0.04,0.04,0.02,0.01,0.01,0.38,0.03,0.02,0,0,0,0,0,0.31,0.66,0.58,0.81,0.79,0.8,0.51,0.91,0.92,0.9,0.72,0.72,0.7,0,0.38,1.82,1.98,7.49,7.04,8.42
0,4.95,0.84714,0.091429,0.085714,0.53571,0.90857,3.06,4.2,5.13,5.34,5.61,6.56,4.75,0.59,0,0.03,0.02,0,0,0,0.59,0,0.01,0,0,0,0,0,0.71,0.67,0.66,0.63,0.48,0.6,0.41,1,0.97,0.98,1,1,1,0,0.72,0.93,1.12,1.3,1.23,0.99
