0,28.959,0.72143,0.071429,0.047143,0.53714,0.81714,10.96,14.39,29.07,32.11,25.42,34.23,56.53,0.31,0,0.07,0.05,0.06,0.01,0,0.31,0,0.01,0,0.01,0,0,0,0.14,0.53,0.66,0.68,0.85,0.9,0.68,0.97,0.83,0.81,0.87,0.88,0.68,0,0.16,1.33,5.63,4.73,7.08,14.04
0,28.753,0.81143,0.085714,0.035714,0.44857,0.83429,19.8,27.48,20.88,24.05,41.83,33.56,33.67,0.11,0.45,0.01,0.02,0,0.01,0,0.11,0.14,0,0,0,0,0,0,0.52,0.35,0.6,0.6,0.5,0.57,0.89,0.51,0.99,0.91,0.8,0.85,0.89,0,1.08,2.13,3.32,5.12,3.35,4.18
0,28.554,0.71429,0.08,0.035714,0.59429,0.80571,7.61,7.65,38.85,26.32,42.81,33.06,43.58,0.22,0.14,0.12,0.05,0.01,0.02,0,0.22,0.02,0.01,0,0,0,0,0,0.61,0.63,0.67,0.79,0.72,0.74,0.77,0.86,0.74,0.9,0.79,0.84,0.74,0,0.78,3.89,4.59,9.2,8.57,10.83
0,36.066,0.67857,0.091429,0.022857,0.56571,0.72,3.18,21.34,32.41,39.76,44.5,58.9,52.37,0.09,0.17,0.19,0.14,0.02,0.01,0.02,0.09,0.04,0.03,0,0,0,0,0,0.32,0.61,0.61,0.76,0.8,0.86,0.91,0.76,0.67,0.66,0.74,0.61,0.69,0,0.39,2.85,4.87,7.61,10.88,10.05
0,45.03,0.76143,0.032857,0.012857,0.50429,0.69,31.2,28.57,54.25,51.95,57.55,47.25,44.44,0.02,0.12,0.05,0.01,0.02,0.01,0,0.02,0.07,0,0,0,0,0,0,0.23,0.45,0.6,0.8,0.73,0.72,0.88,0.76,0.53,0.61,0.63,0.7,0.72,0,0.63,6.63,6.42,11.24,6.32,8.19
0,23.469,0.84857,0.061429,0.024286,0.41,0.86857,13.68,19.63,27.96,23.04,25.83,25.3,28.84,0.05,0.1,0.13,0.05,0.05,0.03,0.02,0.05,0.06,0.04,0.02,0,0,0,0,0.29,0.3,0.38,0.56,0.6,0.74,0.88,0.82,0.78,0.89,0.89,0.91,0.91,0,0.41,1.81,2.36,3.19,4.35,4.9
0,32.524,0.82571,0.041429,0.024286,0.43286,0.77,11.12,18.62,35.86,43.08,46.4,36.9,35.69,0.15,0.05,0.03,0.05,0,0.01,0,0.15,0.02,0,0,0,0,0,0,0.06,0.35,0.57,0.61,0.68,0.76,0.82,0.87,0.79,0.69,0.7,0.73,0.79,0,0.28,1.53,3.22,4.16,3.56,4.02
0,34.933,0.76286,0.061429,0.022857,0.57,0.81,10.21,36.27,37.16,31.62,44.12,43.35,41.8,0.14,0.15,0.09,0.03,0.01,0.01,0,0.14,0,0.01,0.01,0,0,0,0,0.56,0.59,0.61,0.69,0.76,0.78,0.86,0.79,0.77,0.88,0.75,0.81,0.81,0,1.1,2.94,3.73,6.87,8.28,8.15
0,33.546,0.74714,0.12429,0.055714,0.54857,0.72714,17.82,26.09,29.03,37.03,38.8,41.04,45.01,0.18,0.56,0.08,0.01,0.04,0,0,0.18,0.18,0.03,0,0,0,0,0,0.47,0.44,0.63,0.69,0.79,0.82,0.7,0.37,0.82,0.84,0.77,0.79,0.8,0,0.82,1.77,4.84,6.08,5.96,5.65
0,2.3886,0.99571,0.14286,0.14286,0.17286,0.85714,2,1.97,2.74,2.24,2.36,2.69,2.72,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.11,0.11,0.18,0.26,0.23,0.32,0,1,1,1,1,1,1,0,0.11,0.11,0.21,0.31,0.46,0.53
