0,29.509,0.66,0.12429,0.064286,0.47286,0.79714,3.2286,7.23,16.06,18.86,38.09,38.08,41.72,46.52,0.36,0.14,0.11,0.1,0.07,0.07,0.02,0.36,0.07,0.02,0,0,0,0,0,0.25,0.31,0.58,0.66,0.74,0.77,0.64,0.86,0.87,0.76,0.83,0.78,0.84,0,0.38,1.4,4.49,5.66,7.39,9.15,0,0.13,1.08,3.66,4.62,5.93,7.18
0,33.544,0.84,0.054286,0.037143,0.5,0.71286,1.0629,10.81,37.71,31.31,34,37.36,41.65,41.97,0.21,0.09,0.04,0,0.02,0.02,0,0.21,0.05,0,0,0,0,0,0,0.21,0.36,0.56,0.78,0.78,0.81,0.72,0.59,0.72,0.75,0.74,0.73,0.74,0,0.59,0.76,1.98,3.05,4.06,3.58,0,0.38,0.34,1.15,1.61,2.3,1.66
0,12.04,0.82,0.095714,0.068571,0.30571,0.88,0.96286,9.97,7.53,7.57,8.77,15.15,15.07,20.22,0.48,0.12,0,0,0.02,0.02,0.03,0.48,0,0,0,0,0,0,0,0.18,0.11,0.3,0.44,0.53,0.58,0.48,0.85,0.98,0.99,0.94,0.98,0.94,0,0.2,0.43,0.8,1.56,3.69,3.88,0,0.02,0.27,0.42,0.84,2.77,2.42
0,33.726,0.64286,0.17429,0.058571,0.6,0.77429,2.1,22.19,31.88,33.91,28.35,37.05,37.95,44.75,0.28,0.33,0.22,0.09,0.16,0.12,0.02,0.28,0.11,0.02,0,0,0,0,0,0.31,0.73,0.68,0.79,0.86,0.83,0.72,0.67,0.75,0.85,0.77,0.84,0.82,0,0.53,1.92,3.18,5.28,5.55,6.69,0,0.22,1.01,2.09,3.63,3.5,4.25
0,25.139,0.93571,0.041429,0.038571,0.34857,0.80857,0.19571,26.58,17.75,16.81,24.62,23.98,28.2,38.03,0.27,0,0,0.01,0,0.01,0,0.27,0,0,0,0,0,0,0,0.12,0.26,0.52,0.55,0.5,0.49,0.55,0.92,0.94,0.86,0.86,0.8,0.73,0,0.19,0.42,0.94,1.14,0.9,1.33,0,0.07,0.16,0.25,0.31,0.17,0.41
0,23.253,0.8,0.051429,0.038571,0.42,0.91429,1.5671,29.86,16.83,11.01,14.57,25.28,33.38,31.84,0.25,0.02,0,0.02,0.02,0.03,0.02,0.25,0.02,0,0,0,0,0,0,0.16,0.21,0.44,0.65,0.75,0.73,0.69,0.98,1,0.98,0.94,0.9,0.91,0,0.31,0.62,1.35,3.19,5.44,5.36,0,0.15,0.4,0.83,2.16,3.81,3.62
0,14.107,0.84,0.054286,0.047143,0.61,0.93143,0.54286,30.12,9.19,6.9,10.6,15.99,13.28,12.67,0.33,0,0,0.02,0.03,0,0,0.33,0,0,0,0,0,0,0,0.44,0.66,0.7,0.86,0.82,0.79,0.6,0.98,1,0.98,0.97,0.99,1,0,0.45,0.71,1.39,3.02,2.33,2.48,0,0.01,0.03,0.45,1.41,0.89,1.01
0,11.63,0.93143,0.10571,0.10571,0.49857,0.88714,0.074286,32.92,11.76,7.48,6.43,6.92,8.17,7.73,0.74,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0.32,0.4,0.52,0.71,0.8,0.74,0.21,1,1,1,1,1,1,0,0.32,0.44,0.64,0.89,1.32,1.32,0,0,0.02,0.04,0.04,0.23,0.19
0,16.684,0.74143,0.091429,0.068571,0.52,0.90286,1.1114,10.41,5.68,12.21,19.64,18.5,21.47,28.88,0.47,0.01,0.02,0.03,0.04,0.02,0.05,0.47,0.01,0,0,0,0,0,0,0.28,0.23,0.64,0.8,0.82,0.87,0.53,0.99,0.98,0.97,0.96,0.97,0.92,0,0.29,0.5,2.13,2.96,3.96,4.98,0,0.01,0.21,1.18,1.44,2.13,2.81
0,15.491,0.83286,0.077143,0.065714,0.53143,0.89286,0.69,20.38,14.78,13.09,13.92,13.78,14.16,18.33,0.3,0.2,0,0.01,0,0.02,0.01,0.3,0.16,0,0,0,0,0,0,0.25,0.46,0.62,0.67,0.87,0.85,0.6,0.77,0.99,0.97,0.99,0.96,0.97,0,0.35,0.64,1.32,2,2.8,3.92,0,0.1,0.12,0.48,0.92,1.33,1.88
