0,9.8857,0.99429,0.14286,0.14286,0.24571,0.78571,2.58,2.64,8.62,2.7,6.86,22.66,23.14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.34,0.22,0.3,0.38,0.48,0,1,0.94,1,0.96,0.8,0.8,0,0,0.34,0.22,2.3,9.32,9.54
0,73.611,0.94286,0.02,0.02,0.26857,0.25429,27.92,72.56,64.76,82.46,88.56,82.9,96.12,0.14,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0.18,0.38,0.38,0.42,0.52,0.62,0.28,0.36,0.18,0.12,0.18,0.04,0,0,8.88,9.1,15.24,9.72,17.9
0,51.774,1,0,0,0.24571,0.5,100,21.7,37.96,40.1,53.58,55.54,53.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0.12,0.34,0.26,0.24,0.22,0,0.82,0.64,0.62,0.48,0.46,0.48,0,0.54,0.74,7.42,5.8,11.22,7
0,74.006,0.93143,0,0,0.44571,0.26571,19.3,23.94,80.44,96.12,100,100,98.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.42,0.58,0.58,0.64,0.8,0.82,0.78,0.2,0.04,0,0,0.02,0,0.1,15.14,20.78,25.98,25,26.98
0,96.751,0.96571,0,0,0.42571,0.034286,100,100,96.12,88.48,98.16,98.16,96.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.46,0.6,0.62,0.8,0,0,0.04,0.12,0.02,0.02,0.04,0,11.84,18.7,12.12,20.42,22.32,21.22
0,45.297,0.92,0.088571,0.088571,0.65714,0.48,3.06,30.4,32.64,52.2,52.18,56.16,90.44,0.62,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0.48,0.72,0.72,0.84,0.94,0.9,0.38,0.72,0.7,0.5,0.5,0.46,0.1,0,0.48,5.56,7.92,11.86,24.66,32.7
0,10.451,1,0.14571,0.14571,0.41429,0.78286,4.58,10.94,5.26,3.36,15.26,20.96,12.8,1,0,0,0,0.02,0,0,1,0,0,0,0.02,0,0,0,0.54,0.5,0.56,0.52,0.5,0.28,0,0.92,0.98,1,0.86,0.82,0.9,0,0.54,0.52,0.78,1.84,5.3,2.4
0,55.734,0.98,0.068571,0.06,0.32571,0.39429,3.06,52.92,54.02,61.62,65.88,69.78,82.86,0.42,0.06,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0.06,0.32,0.52,0.38,0.46,0.54,0.58,0.44,0.48,0.4,0.36,0.32,0.18,0,0.06,1.6,9.1,8.26,15.8,15.32
0,9.9514,0.98857,0.12286,0.12286,0.30286,0.80571,17.84,8.34,2.54,3.16,7.34,13.32,17.12,0.84,0,0,0,0.02,0,0,0.84,0,0,0,0.02,0,0,0,0.14,0.22,0.48,0.44,0.44,0.4,0,0.94,1,1,0.94,0.9,0.86,0,0.14,0.22,0.56,2.08,5.02,8.18
0,70.211,0.93143,0.088571,0.088571,0.27429,0.22286,5.3,58.92,69.18,75.2,94.38,92.36,96.14,0.62,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0.26,0.28,0.36,0.52,0.5,0.38,0.42,0.32,0.26,0.06,0.08,0.04,0,0,20.76,13.06,20.78,20.64,21.92
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
