32.684,1,0.764,0
17.204,1,0.902,0.01
29.746,1,0.758,0.084
16.778,1,0.908,0.03
20.448,0.996,0.888,0.032
31.464,1,0.744,0.084
37.01,1,0.732,0.006
13.464,1,0.908,0.04
25.124,0.998,0.802,0.134
12.856,1,0.926,0.038
